id,version,split,source_dataset,source_platform,source_video_id,source_url,video_available_at_release,availability_checked_utc,clip_start_sec,clip_end_sec,clip_duration_sec,temporal_certificate_start_sec,temporal_certificate_end_sec,temporal_certificate_duration_sec,raw_clip_range,raw_temporal_certificate,question_text,question_type,choice_a,choice_b,choice_c,choice_d,choice_e,min_fps,min_required_frames_for_certificate,native_fps,task_category,visual_domain,visual_domain_fine,visual_subdomain,source_video_category,original_row_id
fpsbench_000412,1.0.0,test,youtube8m,youtube,M-Lb1rhStng,https://www.youtube.com/watch?v=M-Lb1rhStng,,,31.0,38.0,7.0,31.0,32.0,1.0,0:31-0:38,0:31-0:32,Does the drummer hit the hi-hat and the snare drum synchronously?,synchronization_assessment,No,"Yes, he hits the snare drum every time he hits the hi-hat","Yes, he hits the hi-hat every time he hits the snare drum",He does not hit the hi-hat,None of the above,13,13,,synchronization_assessment,Media & Entertainment,Media & Entertainment,Music,Drums,412
fpsbench_000413,1.0.0,test,youtube8m,youtube,wtmcTQSOEJQ,https://www.youtube.com/watch?v=wtmcTQSOEJQ,,,86.0,92.0,6.0,87.0,89.0,2.0,1:26-1:32,1:27-1:29,Which of the following is true about the musicians in the band?,synchronization_assessment,The flutists rotate their flute vertical synchronously,The saxophonists rotate their instruments horizontally in sync,The saxophonists start rotating their instruments after the flutists start rotating theirs,The saxophonists and the flutists synchronously rotate thier instruments,None of the above,4,8,,synchronization_assessment,Media & Entertainment,Media & Entertainment,Music,Marching band,413
fpsbench_000414,1.0.0,test,youtube8m,youtube,cmpicakCTvw,https://www.youtube.com/watch?v=cmpicakCTvw,,,206.0,213.0,7.0,209.0,211.0,2.0,3:26-3:33,3:29-3:31,Which of the follwoing is false about the band and the dancers?,synchronization_assessment,The dancers synchronously put their hands on their waist,The trumpeters raise their trumpets while the dancers hold their hands on their waist,The dancers move their hand forward not in sync,The flutist lowers their flute in sync with the trumpeters lowering their trumpets,None of the above,4,8,,synchronization_assessment,Media & Entertainment,Media & Entertainment,Music,Marching band,414
fpsbench_000415,1.0.0,test,youtube8m,youtube,wtmcTQSOEJQ,https://www.youtube.com/watch?v=wtmcTQSOEJQ,,,100.0,109.0,9.0,105.0,108.0,3.0,1:40-1:49,1:45-1:48,Which of the following is true?,fine_grained_motion,The person holding a sliver trumpet collides with another trumpeter,The person wearing checkered shorts collides with another musician,The person holding a silver trumpet collides with a Drums,The conductor collides with a musician,None of the above,10,30,,fine_grained_motion,Media & Entertainment,Media & Entertainment,Music,Marching band,415
fpsbench_000416,1.0.0,test,youtube8m,youtube,cmpicakCTvw,https://www.youtube.com/watch?v=cmpicakCTvw,,,283.0,290.0,7.0,285.0,288.0,3.0,4:43-4:50,4:45-4:48,Which of the following is true?,synchronization_assessment,The dancer on the right stops later than the other dancers,The conductor starts climbing down after the dancers stop,The trumpeters lowertheir trumpets after only one of the player stops dancing,Only the dancers in the middle and left stop synchronously,None of the above,4,12,,synchronization_assessment,Media & Entertainment,Media & Entertainment,Music,Marching band,416
fpsbench_000417,1.0.0,test,youtube8m,youtube,lJyKPgH8Ph8,https://www.youtube.com/watch?v=lJyKPgH8Ph8,,,56.0,63.0,7.0,58.0,61.0,3.0,0:56-1:03,0:58-1:01,Which of the following about the clash cymbal players is false?,synchronization_assessment,They hit their clash cymbals together synchronously,They hit their clash cymbals not in sync,The Drumss behind them are in sync,They kneel out of sync,None of the above,4,12,,synchronization_assessment,Media & Entertainment,Media & Entertainment,Music,Marching band,417
fpsbench_000418,1.0.0,test,youtube8m,youtube,d-3ZxL8pguw,https://www.youtube.com/watch?v=d-3ZxL8pguw,,,22.0,28.0,6.0,24.0,27.0,3.0,0:22-0:28,0:24-0:27,Are the two swimmers synchronized?,synchronization_assessment,Yes,"No, their hand movement is synchronized but not their leg movement","No, their leg movement is synchronized but not their hand movement",They are not synchronized in both hand and leg movement,None of the above,6,18,,synchronization_assessment,Sports & Fitness,Sports & Fitness,Team Sports,Synchronized swimming,418
fpsbench_000419,1.0.0,test,youtube8m,youtube,rKCSjGJuIps,https://www.youtube.com/watch?v=rKCSjGJuIps,,,85.0,94.0,9.0,88.0,89.0,1.0,1:25-1:34,1:28-1:29,Which wheel hits the ground first after the cyclist spins in the air?,synchronization_assessment,The back wheel,The front wheel,Both hit at the same time.,He doesn't land properly and falls.,None of the above,4,4,,synchronization_assessment,Vehicles,Vehicles,Ground Vehicles,Bicycle,419
fpsbench_000420,1.0.0,test,youtube8m,youtube,d-3ZxL8pguw,https://www.youtube.com/watch?v=d-3ZxL8pguw,,,81.0,86.0,5.0,82.0,84.0,2.0,1:21-1:26,1:22-1:24,Do the swimmers synchronously raise their hands before diving?,synchronization_assessment,Yes,"No, but the three swimmers on the right are in sync","No, only the two swimmers in the extremes are in sync in raising hands","No, but only the two swimmers on the right are in sync",None of the above,5,10,,synchronization_assessment,Sports & Fitness,Sports & Fitness,Team Sports,Synchronized swimming,420
fpsbench_000421,1.0.0,test,youtube8m,youtube,cpk-5Hp6ZUQ,https://www.youtube.com/watch?v=cpk-5Hp6ZUQ,,,8.0,16.0,8.0,11.0,14.0,3.0,0:08-0:16,0:11-0:14,Which of the following is true about the dancers in the first row?,fine_grained_motion,All of them are rotating clockwise,All of them are rotating counterclockwise,The two dancers wearing red dress rotate counter clockwise,Only the dancer on the left is rotating counterclockwise,None of the above,4,12,,fine_grained_motion,Media & Entertainment,Media & Entertainment,Performing Arts,Dance,421
fpsbench_000422,1.0.0,test,youtube8m,youtube,d-3ZxL8pguw,https://www.youtube.com/watch?v=d-3ZxL8pguw,,,25.0,32.0,7.0,26.0,28.0,2.0,0:25-0:32,0:26-0:28,Do the swimmers walk synchronously?,synchronization_assessment,No,"Yes, they swing the same hands together","Yes, they swing the opposite hands together","No, they are swimming",None of the above,4,8,,synchronization_assessment,Sports & Fitness,Sports & Fitness,Team Sports,Synchronized swimming,422
fpsbench_000423,1.0.0,test,youtube8m,youtube,95q6XLucJSg,https://www.youtube.com/watch?v=95q6XLucJSg,,,56.0,66.0,10.0,61.0,62.0,1.0,0:56-1:06,1:01-1:02,Does the drummer hit the two cymbals in sync?,synchronization_assessment,Yes,"No, they are offset.",He never hits the cymbals.,He only hits one cymbal.,None of the above,5,5,,synchronization_assessment,Miscellaneous,Animals,Pets,Parrot,423
fpsbench_000424,1.0.0,test,youtube8m,youtube,xUjYtFcdTwY,https://www.youtube.com/watch?v=xUjYtFcdTwY,,,15.0,25.0,10.0,18.0,19.0,1.0,0:15-0:25,0:18-0:19,Which dancer raises their arms out of the water first at the beginning of the dance?,synchronization_assessment,All the dancers do it in sync.,The one on the back right.,The one on the back left.,The one on the front left.,None of the above,5,5,,synchronization_assessment,Sports & Fitness,Sports & Fitness,Team Sports,Synchronized swimming,424
fpsbench_000425,1.0.0,test,youtube8m,youtube,nfXg8k0IAJU,https://www.youtube.com/watch?v=nfXg8k0IAJU,,,20.0,28.0,8.0,25.0,27.0,2.0,0:20-0:28,0:25-0:27,What attack performed by the character on the right gets blocked by the character on the left?,fine_grained_motion,A crouching punch,A crouching elbow,A low kick,An uppercut,None of the above,4,8,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,425
fpsbench_000426,1.0.0,test,youtube8m,youtube,nfXg8k0IAJU,https://www.youtube.com/watch?v=nfXg8k0IAJU,,,34.0,43.0,9.0,39.0,42.0,3.0,0:34-0:43,0:39-0:42,"What is the first attack performed by the character on the right that deals damage to the character on the left, based on the health bars at the top of the video?",fine_grained_motion,front kick,side kick,standing punch,crouching punch,None of the above,4,12,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,426
fpsbench_000427,1.0.0,test,youtube8m,youtube,nfXg8k0IAJU,https://www.youtube.com/watch?v=nfXg8k0IAJU,,,89.0,94.0,5.0,89.0,93.0,4.0,1:29-1:34,1:29-1:33,What is the order of attacks performed by the character on the right before leaping on the character on the left?,action_order,"Low kick, punch, knee","Knee, low kick, punch","low kick, front kick, punch","knee, front kick, punch",None of the above,5,20,,action_order,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,427
fpsbench_000428,1.0.0,test,youtube8m,youtube,nfXg8k0IAJU,https://www.youtube.com/watch?v=nfXg8k0IAJU,,,130.0,135.0,5.0,131.0,135.0,4.0,2:10-2:15,2:11-2:15,"What is the first attack performed by the female character that deals damage to the male character, based on the health bars at the top of the video?",fine_grained_motion,A crouching punch,A crouching elbow,A low kick,A knee,None of the above,5,20,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,428
fpsbench_000429,1.0.0,test,youtube8m,youtube,vSiNY0RQ5xI,https://www.youtube.com/watch?v=vSiNY0RQ5xI,,,35.0,41.0,6.0,37.0,40.0,3.0,0:35-0:41,0:37-0:40,What is the second attack of this four hit combo?,fine_grained_motion,A front kick,A knee,A side kick,A punch,None of the above,4,12,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,429
fpsbench_000430,1.0.0,test,youtube8m,youtube,sqtQF8ayimo,https://www.youtube.com/watch?v=sqtQF8ayimo,,,344.0,356.0,12.0,344.0,356.0,12.0,5:44-5:56,5:44-5:56,What best describes the sequence of the highlighted player's actions after the ball is snapped?,action_order,"The player releases forward, moves left to catch the pass, evades a defender, cuts right to beat a second defender, and is then tackled","The player releases forward, moves right to catch the pass, evades a defender, cuts left to beat a second defender, and is then tackled","The player releases forward, moves left to catch the pass, performs a spin move on a defender, cuts right, and is then tackled","The player releases forward, moves left to catch the pass, evades a defender, cuts right to beat a second defender, and then runs out of bounds",None of the above,4,48,,action_order,Sports & Fitness,Sports & Fitness,Team Sports,Football,430
fpsbench_000431,1.0.0,test,youtube8m,youtube,j5-MT6O6u3w,https://www.youtube.com/watch?v=j5-MT6O6u3w,,,155.0,164.0,9.0,155.0,164.0,9.0,2:35-2:44,2:35-2:44,Which of the following best describes the sequence of actions by the team in yellow?,action_order,"The quarterback takes the snap and hands the ball to a running back, who runs to the outside and attempts a halfback pass that is dropped by the intended receiver","Following a play-action fake, the quarterback throws a screen pass. The receiver catches the ball but fumbles it after being hit, and a teammate recovers the ball","After the snap, the quarterback hands the ball off; the recipient then pitches it to a trailing player who fumbles the catch, recovers his own fumble, and is tackled","After the snap, the quarterback hands the ball off; the recipient then pitches it to a trailing player who runs a few yards and gets tackled",None of the above,5,45,,action_order,Sports & Fitness,Sports & Fitness,Team Sports,Football,431
fpsbench_000432,1.0.0,test,youtube8m,youtube,sMciaAzVVao,https://www.youtube.com/watch?v=sMciaAzVVao,,,107.0,112.0,5.0,107.0,110.0,3.0,1:47-1:52,1:47-1:50,In what order does the cue ball hit the other balls?,action_order,"solid green, solid blue","solid green, striped green","solid green, solid blue, striped green","solid blue, striped green",None of the above,5,15,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Pool,432
fpsbench_000433,1.0.0,test,youtube8m,youtube,qZkngq-shmc,https://www.youtube.com/watch?v=qZkngq-shmc,,,16.0,25.0,9.0,21.0,24.0,3.0,0:16-0:25,0:21-0:24,In what order does the 8 ball come in contact with other balls after the break shot?,action_order,"solid blue, striped red","striped orange, solid green","striped yellow, solid green","striped red, solid blue",None of the above,4,12,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Pool,433
fpsbench_000434,1.0.0,test,youtube8m,youtube,gwKdJqdrUUw,https://www.youtube.com/watch?v=gwKdJqdrUUw,,,114.0,120.0,6.0,114.0,120.0,6.0,1:54-2:00,1:54-2:00,In what order does the balls go inside pockets?,action_order,"red, yellow, yellow, red, yellow, yellow","red, yellow, yellow, yellow, red, yellow","red, yellow, red, yellow, yellow, yellow","red, red, yellow, yellow, yellow, yellow",None of the above,4,24,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Pool,434
fpsbench_000435,1.0.0,test,youtube8m,youtube,MjG_-Of_5zQ,https://www.youtube.com/watch?v=MjG_-Of_5zQ,,,378.0,386.0,8.0,378.0,386.0,8.0,6:18-6:26,6:18-6:26,In what order does the yellow ball come in contact with the other balls?,action_order,"white, red, red","white, red","white, white, red","white, white",None of the above,4,32,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Pool,435
fpsbench_000436,1.0.0,test,youtube8m,youtube,fPlaEX118no,https://www.youtube.com/watch?v=fPlaEX118no,,,211.0,224.0,13.0,211.0,224.0,13.0,3:31-3:44,3:31-3:44,What is the sequence in which the chef sauces the different colored bell peppers?,action_order,"Red, Yellow, Red, Yellow, Red, Yellow","Red, Yellow, Red, Yellow, Yellow, Red","Red, Red, Red, Yellow, Yellow, Yellow","Red, Yellow, Red, Red, Yellow, Yellow",None of the above,4,52,,action_order,Miscellaneous,Lifestyle,Food & Drink,Cooking,436
fpsbench_000437,1.0.0,test,youtube8m,youtube,UlUkMFCzi1Q,https://www.youtube.com/watch?v=UlUkMFCzi1Q,,,55.0,61.0,6.0,55.0,61.0,6.0,0:55-1:01,0:55-1:01,In what order has the chef put the seasonings in the red stuffer?,action_order,"Spinach, parmesan cheese, then sun-dried tomatoes","Spinach, sun-dried tomatoes, then parmesan cheese","Sun-dried tomatoes, spinach, then parmesan cheese","Sun-dried tomatoes, parmesan cheese, then spinach",None of the above,4,24,,action_order,Miscellaneous,Lifestyle,Food & Drink,Cooking,437
fpsbench_000438,1.0.0,test,youtube8m,youtube,Am1oIqri_m4,https://www.youtube.com/watch?v=Am1oIqri_m4,,,100.0,108.0,8.0,102.0,105.0,3.0,1:40-1:48,1:42-1:45,What action does the boxer with black & white gloves does just after tripping down?,action_order,He punches with his right hand,He punches with his left hand,He ducks,He grabs the other boxer,None of the above,5,15,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Boxing,438
fpsbench_000439,1.0.0,test,youtube8m,youtube,ibSgfCWYKjE,https://www.youtube.com/watch?v=ibSgfCWYKjE,,,40.0,46.0,6.0,40.0,46.0,6.0,0:40-0:46,0:40-0:46,What is the order of offensive actions done by the boxer in light blue pants?,action_order,"Left hand punch, right hand punch, left hand punch, right hand punch, grab","Right hand punch, Left hand punch, knee strike","Left hand punch, right hand punch, left hand punch, right hand punch, grab and knee strike","Left hand punch, right hand punch, left hand punch, grab, and knee strike",None of the above,5,30,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Boxing,439
fpsbench_000440,1.0.0,test,youtube8m,youtube,u4prajxNQBY,https://www.youtube.com/watch?v=u4prajxNQBY,,,59.0,66.0,7.0,59.0,66.0,7.0,0:59-1:06,0:59-1:06,What are the sequence of actions done by the boxer wearing red gloves?,action_order,"Punch, punch, punch, punch, punch, defend, punch, punch, punch","Punch, punch, punch, defend, duck, punch, punch, punch","Punch, punch, punch, punch, punch, defend, duck, punch, punch, punch","Punch, punch, punch, punch, defend, punch, punch",None of the above,7,49,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Boxing,440
fpsbench_000441,1.0.0,test,youtube8m,youtube,H2d8lewLieg,https://www.youtube.com/watch?v=H2d8lewLieg,,,114.0,124.0,10.0,114.0,124.0,10.0,1:54-2:04,1:54-2:04,What are the sequence of actions done by the players in white?,action_order,"Pass, dribble, dribble, pass, dribble, dribble, pass, shoot","Dribble, pass, dribble, dribble, pass, shoot","Pass, dribble, dribble, pass, dribble, dribble, shoot","Pass, dribble, dribble, dribble, pass, dribble, dribble, shoot",None of the above,4,40,,action_order,Sports & Fitness,Sports & Fitness,Team Sports,Basketball,441
fpsbench_000442,1.0.0,test,youtube8m,youtube,H2d8lewLieg,https://www.youtube.com/watch?v=H2d8lewLieg,,,157.0,165.0,8.0,157.0,165.0,8.0,2:37-2:45,2:37-2:45,What are the sequence of actions done by the player with white jersey number 6?,action_order,"He receives the pass, shoots and misses, flicks the ball and shoots again",He jumps and receives the missed attempt by flicking the ball with his hand and shoots again,"He receives the pass, ducks, shoots and misses, flicks the ball with his hand, grabs it and shoots again","He receives the pass, ducks, shoots and misses, grabs it again and shoots",None of the above,6,48,,action_order,Sports & Fitness,Sports & Fitness,Team Sports,Basketball,442
fpsbench_000443,1.0.0,test,youtube8m,youtube,Vczml8XjQ7k,https://www.youtube.com/watch?v=Vczml8XjQ7k,,,30.0,40.0,10.0,33.0,37.0,4.0,0:30-0:40,0:33-0:37,What action did the player in green team do just after doing a between-the-legs dribble?,action_order,He passes the ball,He dribbles twice with his left hand,He dribbles once with his right hand,He makes a shot,None of the above,6,24,,action_order,Sports & Fitness,Sports & Fitness,Team Sports,Basketball,443
fpsbench_000444,1.0.0,test,youtube8m,youtube,ibSgfCWYKjE,https://www.youtube.com/watch?v=ibSgfCWYKjE,,,40.0,48.0,8.0,42.0,45.0,3.0,0:40-0:48,0:42-0:45,Which offensive action did the player in light blue pants do just before his oppenent fells on the ring?,action_order,He punches him,He kicks him with his foot,He gives him a knee strike,He held him and put him down,None of the above,5,15,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Boxing,444
fpsbench_000445,1.0.0,test,youtube8m,youtube,HDXMwUJ411Y,https://www.youtube.com/watch?v=HDXMwUJ411Y,,,108.0,116.0,8.0,110.0,115.0,5.0,1:48-1:56,1:50-1:55,"How does the way the first seasoning is applied differ from the way the second seasoning is applied, if any?",fine_grained_motion,The first seasoning is shaken more aggressively,The second seasoning is shaken more aggresively,The first seasoning is applied faster,Both seasons are applied very similarily,None of the above,4,20,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,445
fpsbench_000446,1.0.0,test,youtube8m,youtube,HDXMwUJ411Y,https://www.youtube.com/watch?v=HDXMwUJ411Y,,,194.0,208.0,14.0,197.0,207.0,10.0,3:14-3:28,3:17-3:27,"How does the way the first sausage is formed differ from the way the second is formed, if any?",fine_grained_motion,"They are spun in the same direction, but the second is spun faster than the first","They are spun at similar speeds, but in opposite directions","The first sausage is spun faster than the second, and they are spun in opposite directions",There is no difference in the way the sausages are formed,None of the above,5,50,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,446
fpsbench_000447,1.0.0,test,youtube8m,youtube,L8RlZGI0B0g,https://www.youtube.com/watch?v=L8RlZGI0B0g,,,25.0,30.0,5.0,26.0,30.0,4.0,0:25-0:30,0:26-0:30,What is the fourth attack the character on the right makes?,fine_grained_motion,Leg sweep,Low kick,Crouching punch,Crouching elbow,None of the above,7,28,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,447
fpsbench_000448,1.0.0,test,youtube8m,youtube,L8RlZGI0B0g,https://www.youtube.com/watch?v=L8RlZGI0B0g,,,27.0,33.0,6.0,30.0,33.0,3.0,0:27-0:33,0:30-0:33,What is the second attack the character in red makes after flipping over his opponent?,fine_grained_motion,Punch,Elbow,High kick,Uppercut,None of the above,5,15,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,448
fpsbench_000449,1.0.0,test,youtube8m,youtube,L8RlZGI0B0g,https://www.youtube.com/watch?v=L8RlZGI0B0g,,,40.0,46.0,6.0,42.0,45.0,3.0,0:40-0:46,0:42-0:45,What attack does the character in red make while in the air?,fine_grained_motion,Downwards kick,Upwards kick,Uppercut,Stomp,None of the above,8,24,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,449
fpsbench_000450,1.0.0,test,youtube8m,youtube,L8RlZGI0B0g,https://www.youtube.com/watch?v=L8RlZGI0B0g,,,50.0,56.0,6.0,52.0,55.0,3.0,0:50-0:56,0:52-0:55,How does the silver character move while falling down?,fine_grained_motion,He spins counter clockwise,he spins clockwise,he does a front flip,he does a back flip,None of the above,7,21,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,450
fpsbench_000451,1.0.0,test,youtube8m,youtube,aCwSx1Phzos,https://www.youtube.com/watch?v=aCwSx1Phzos,,,30.0,45.0,15.0,38.0,41.0,3.0,0:30-0:45,0:38-0:41,Which of these is true in the green section of the track?,fine_grained_motion,The first ball always moves counterclockwise in the clip,The second ball always moves counterclockwise in the clip,The first ball always moves clockwise in the clip,The second ball always moves clockwise in the clip,None of the above,10,30,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Games & Hobbies,Toy,451
fpsbench_000452,1.0.0,test,youtube8m,youtube,oraTC99jTmM,https://www.youtube.com/watch?v=oraTC99jTmM,,,17.0,23.0,6.0,19.0,23.0,4.0,0:17-0:23,0:19-0:23,What is the second attack the character on the right lands on his enemy?,fine_grained_motion,Downwards kick,Low kick,Elbow,Punch,None of the above,5,20,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,452
fpsbench_000453,1.0.0,test,youtube8m,youtube,oraTC99jTmM,https://www.youtube.com/watch?v=oraTC99jTmM,,,17.0,23.0,6.0,19.0,24.0,5.0,0:17-0:23,0:19-0:24,What is the third attack the character on the right lands on his enemy?,fine_grained_motion,Downwards kick,Low kick,Elbow,Punch,None of the above,6,30,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,453
fpsbench_000454,1.0.0,test,youtube8m,youtube,oraTC99jTmM,https://www.youtube.com/watch?v=oraTC99jTmM,,,56.0,61.0,5.0,57.0,60.0,3.0,0:56-1:01,0:57-1:00,What attack does the blonde character make before slamming his opponent?,fine_grained_motion,Punch,Kick,Uppercut,Elbow,None of the above,4,12,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,454
fpsbench_000455,1.0.0,test,youtube8m,youtube,FbfdNLFNzrs,https://www.youtube.com/watch?v=FbfdNLFNzrs,,,20.0,26.0,6.0,22.0,25.0,3.0,0:20-0:26,0:22-0:25,What is the second attack the character on the right lands on his enemy?,fine_grained_motion,Slap,Punch,Low kick,Downwards kick,None of the above,4,12,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,455
fpsbench_000456,1.0.0,test,youtube8m,youtube,FbfdNLFNzrs,https://www.youtube.com/watch?v=FbfdNLFNzrs,,,20.0,26.0,6.0,22.0,25.0,3.0,0:20-0:26,0:22-0:25,What is the third attack the character on the right lands on his enemy?,fine_grained_motion,Slap,Punch,Low kick,Downwards kick,None of the above,5,15,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,456
fpsbench_000457,1.0.0,test,youtube8m,youtube,FbfdNLFNzrs,https://www.youtube.com/watch?v=FbfdNLFNzrs,,,20.0,26.0,6.0,22.0,25.0,3.0,0:20-0:26,0:22-0:25,What is the fourth attack the character on the right lands on his enemy?,fine_grained_motion,Slap,Punch,Low kick,Downwards kick,None of the above,5,15,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,457
fpsbench_000458,1.0.0,test,youtube8m,youtube,YgoQP_yE3VI,https://www.youtube.com/watch?v=YgoQP_yE3VI,,,35.0,40.0,5.0,35.0,38.0,3.0,0:35-0:40,0:35-0:38,What attack does the character on the left land in between his flying kick and punch?,fine_grained_motion,Low kick,Low sweep,Side kick,Front kick,None of the above,5,15,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,458
fpsbench_000459,1.0.0,test,youtube8m,youtube,YgoQP_yE3VI,https://www.youtube.com/watch?v=YgoQP_yE3VI,,,93.0,100.0,7.0,95.0,98.0,3.0,1:33-1:40,1:35-1:38,What is the first attack the character on the right makes after launching a fireball?,fine_grained_motion,Flying downwards punch,Flying downwards kick,Flying side kick,Downwards slam while in the air,None of the above,4,12,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,459
fpsbench_000460,1.0.0,test,youtube8m,youtube,YgoQP_yE3VI,https://www.youtube.com/watch?v=YgoQP_yE3VI,,,93.0,100.0,7.0,95.0,98.0,3.0,1:33-1:40,1:35-1:38,What is the second attack the character on the right makes after launching a fireball?,fine_grained_motion,Low kick,Crouching punch,Crouching elbow,Leg sweep,None of the above,6,18,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,460
fpsbench_000461,1.0.0,test,youtube8m,youtube,YgoQP_yE3VI,https://www.youtube.com/watch?v=YgoQP_yE3VI,,,93.0,100.0,7.0,95.0,98.0,3.0,1:33-1:40,1:35-1:38,What is the third attack the character on the right makes after launching a fireball?,fine_grained_motion,Low kick,Crouching punch,Crouching elbow,Leg sweep,None of the above,6,18,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,461
fpsbench_000462,1.0.0,test,youtube8m,youtube,Nu13ACeq3VM,https://www.youtube.com/watch?v=Nu13ACeq3VM,,,23.0,26.0,3.0,23.0,26.0,3.0,0:23-0:26,0:23-0:26,What is the second attack the character in white clothes lands on his opponent?,fine_grained_motion,Upwards kick,Downwards kick,Leg sweep,Low kick,None of the above,6,18,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,462
fpsbench_000463,1.0.0,test,youtube8m,youtube,Nu13ACeq3VM,https://www.youtube.com/watch?v=Nu13ACeq3VM,,,23.0,26.0,3.0,23.0,26.0,3.0,0:23-0:26,0:23-0:26,What is the third attack the character in white clothes lands on his opponent?,fine_grained_motion,Upwards kick,Downwards kick,Leg sweep,Low kick,None of the above,6,18,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,463
fpsbench_000464,1.0.0,test,youtube8m,youtube,Nu13ACeq3VM,https://www.youtube.com/watch?v=Nu13ACeq3VM,,,23.0,26.0,3.0,23.0,26.0,3.0,0:23-0:26,0:23-0:26,What is the first attack the character in white clothes lands on his opponent?,fine_grained_motion,Upwards kick,Downwards kick,Leg sweep,Low kick,None of the above,6,18,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,464
fpsbench_000465,1.0.0,test,youtube8m,youtube,sv-mgB5oZ34,https://www.youtube.com/watch?v=sv-mgB5oZ34,,,97.0,105.0,8.0,101.0,104.0,3.0,1:37-1:45,1:41-1:44,What is the first attack the character on the left lands on his opponent?,fine_grained_motion,Flying double legged kick,Flying side kick,Flying downwards kick,Flying punch,None of the above,4,12,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,465
fpsbench_000466,1.0.0,test,youtube8m,youtube,sv-mgB5oZ34,https://www.youtube.com/watch?v=sv-mgB5oZ34,,,97.0,105.0,8.0,101.0,104.0,3.0,1:37-1:45,1:41-1:44,What is the second attack the character on the left lands on his opponent?,fine_grained_motion,Elbow,Punch,Low kick,Leg sweep,None of the above,9,27,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,466
fpsbench_000467,1.0.0,test,youtube8m,youtube,sv-mgB5oZ34,https://www.youtube.com/watch?v=sv-mgB5oZ34,,,97.0,105.0,8.0,101.0,104.0,3.0,1:37-1:45,1:41-1:44,What is the third attack the character on the left lands on his opponent?,fine_grained_motion,Elbow,Punch,Low kick,Leg sweep,None of the above,4,12,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,467
fpsbench_000468,1.0.0,test,youtube8m,youtube,j7rKE3BBp2w,https://www.youtube.com/watch?v=j7rKE3BBp2w,,,90.0,100.0,10.0,94.0,97.0,3.0,1:30-1:40,1:34-1:37,"After performing multiple low kicks, what is the first attack the character on the right lands on his opponent?",fine_grained_motion,One armed punch,Elbow,Uppercut,Two armed punch,None of the above,6,18,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,468
